Name,Symbol,Industry Group,Industry
Ratnabhumi Dev.,,Realty,"Residential, Commercial Projects"
Career Point Edu,CPEDU,Other Consumer Services,Education
Fluidomat,,Industrial Manufacturing,Industrial Products
Thakkers Develp.,THAKDEV,Realty,"Residential, Commercial Projects"
Telge Projects,,Construction,Civil Construction
Secmark Consult.,SECMARK,IT - Software,Computers - Software & Consulting
RSD Finance,RSDFIN,Finance,Non Banking Financial Company (NBFC)
Zenith Exports,ZENITHEXPO,Consumer Durables,Leather And Leather Products
MRP Agro,,Retailing,Distributors
Iconik Sports,,Finance,Other Financial Services
Tilak Ventures,,Finance,Investment Company
PVP Ventures,PVP,Realty,"Residential, Commercial Projects"
Arihant Academy,ARIHANTACA,Other Consumer Services,Education
Voler Car,VOLERCAR,Transport Services,Road Transport
Jasch Gauging,,Industrial Manufacturing,Industrial Products
Ruchi Infrastr.,RUCHINFRA,Commercial Services & Supplies,Diversified Commercial Services
Apsis Aerocom,APSISAERO,Aerospace & Defense,Aerospace & Defense
Surana Solar,SURANASOL,Electrical Equipment,Heavy Electrical Equipment
Blue Pearl Agri,,Chemicals & Petrochemicals,Commodity Chemicals
Lotus Eye Hospit,LOTUSEYE,Healthcare Services,Hospital
Multibase India,,Chemicals & Petrochemicals,Specialty Chemicals
Fundviser Capit.,,Finance,Investment Company
Capital Trade Lk,,Finance,Non Banking Financial Company (NBFC)
Cons. Finvest,CONSOFINVT,Finance,Non Banking Financial Company (NBFC)
Sanjiv.Parant.,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Oswal Green Tech,OSWALGREEN,Finance,Investment Company
Sellwin Traders,,Commercial Services & Supplies,Diversified Commercial Services
Radix Industries,,Personal Products,Personal Care
Baroda Rayon,,Realty,"Residential, Commercial Projects"
JOJO,,Entertainment,"Film Production, Distribution & Exhibition"
Focus Business,,IT - Software,Computers - Software & Consulting
Sambhaav Media,SAMBHAAV,Media,Electronic Media
Keynote Finan.,KEYFINSERV,Capital Markets,Stockbroking & Allied
Maruti Infra.,,Construction,Civil Construction
DHP India,,Oil,Oil Equipment & Services
Garware Offshore Services,,Transport Services,Shipping
Varvee Global,VGL,Textiles & Apparels,Other Textile Products
Equippp Social,EQUIPPP,IT - Software,Computers - Software & Consulting
Bluegod Enterta.,,Entertainment,Media & Entertainment
KIFS Financial,,Finance,Non Banking Financial Company (NBFC)
Nalwa Sons Invst,NSIL,Finance,Investment Company
Pioneer Invest,PIONRINV,Finance,Other Financial Services
Chandrima Mercan,,Commercial Services & Supplies,Trading & Distributors
K&R Rail Engine.,,Construction,Civil Construction
C P S Shapers,CPS,Textiles & Apparels,Garments & Apparels
PropshareTitania,,Realty,Real Estate Investment Trusts (REITs)
Crown Lifters,CROWN,Industrial Manufacturing,Industrial Products
MRC Agrotech,,Commercial Services & Supplies,Trading & Distributors
Taneja Aerospace,,Aerospace & Defense,Aerospace & Defense
Regency Ceramics,REGENCERAM,Consumer Durables,Ceramics
Sumit Woods,SUMIT,Realty,"Residential, Commercial Projects"
Summit Securitie,SUMMITSEC,Finance,Investment Company
Surat Trade,,Textiles & Apparels,Other Textile Products
Nitiraj Engineer,NITIRAJ,Consumer Durables,Consumer Electronics
Aplab,,Electrical Equipment,Other Electrical Equipment
Noida Tollbridg.,NOIDATOLL,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Shalibhadra Fin.,SAHLIBHFI,Finance,Non Banking Financial Company (NBFC)
Indl. Inv. Trust,IITL,Finance,Investment Company
Silgo Retail,SILGO,Consumer Durables,"Gems, Jewellery And Watches"
Filtron Engineer,,Commercial Services & Supplies,Trading & Distributors
Arvee Laborat.,ARVEE,Chemicals & Petrochemicals,Specialty Chemicals
Inventure Grow.,INVENTURE,Capital Markets,Stockbroking & Allied
Tyche Industries,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Shah Alloys,SHAHALLOYS,Industrial Products,Iron & Steel Products
Lovable Lingerie,LOVABLE,Textiles & Apparels,Garments & Apparels
Aryaman Fin.Serv,,Finance,Non Banking Financial Company (NBFC)
Aashka Hospitals,,Healthcare Services,Hospital
Bombay Oxygen,,Finance,Non Banking Financial Company (NBFC)
Indian CardCloth,INDIANCARD,Textiles & Apparels,Other Textile Products
Regency Fincorp,,Finance,Other Financial Services
Uravi Defence &,URAVIDEF,Auto Components,Auto Components & Equipments
Panasonic Carbon,,Industrial Products,Electrodes & Refractories
Flywings Simula.,FWSTC,Other Consumer Services,Education
Atishay,,IT - Software,Software Products
GKW,GKWLIMITED,Finance,Investment Company
BF Investment,BFINVEST,Finance,Holding Company
Rotographics (I),,Commercial Services & Supplies,Trading & Distributors
Saptarishi Agro,,Agricultural Food & other Products,Other Agricultural Products
Haryana Fin. Co.,,Finance,Financial Institution
Zenotech Lab.,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sadhana Nitro,SADHNANIQ,Chemicals & Petrochemicals,Commodity Chemicals
Grob Tea Co,GROBTEA,Agricultural Food & other Products,Tea & Coffee
Standard Inds.,SIL,Realty,Real Estate related services
Alphalogic Tech.,,IT - Software,Computers - Software & Consulting
Ecoboard Inds.,,Consumer Durables,Plywood Boards/ Laminates
Auto Pins (I),,Auto Components,Auto Components & Equipments
Dec.Gold Mines,DECNGOLD,Non - Ferrous Metals,Precious Metals
Diamines & Chem.,DIAMINESQ,Chemicals & Petrochemicals,Specialty Chemicals
HBG Hotels,,Leisure Services,Hotels & Resorts
Vipul Ltd,VIPULLTD,Realty,"Residential, Commercial Projects"
Trishakti Indus,,Commercial Services & Supplies,Diversified Commercial Services
Upsurge Invest.,,Finance,Non Banking Financial Company (NBFC)
IBL Finance,IBLFL,Finance,Non Banking Financial Company (NBFC)
Compucom Soft.,COMPUSOFT,Other Consumer Services,Education
Shree Rama News.,RAMANEWS,"Paper, Forest & Jute Products",Paper & Paper Products
Auro Labs.,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Meera Industries,,Industrial Manufacturing,Industrial Products
Rhetan TMT Ltd,RHETAN,Industrial Products,Iron & Steel Products
Nagarjuna Fert.,NAGAFERT,Fertilizers & Agrochemicals,Fertilizers
Meghna Infracon,,Realty,"Residential, Commercial Projects"
Rudra Ecovation,,Textiles & Apparels,Other Textile Products
Rel. Indl. Infra,RIIL,Transport Services,Logistics Solution Provider
Jaybharat Text,,Textiles & Apparels,Other Textile Products
Starteck Fin.,STARTECK,Finance,Non Banking Financial Company (NBFC)
United Van Der,,Electrical Equipment,Heavy Electrical Equipment
Sonal Mercantile,SONAL,Finance,Non Banking Financial Company (NBFC)
Alan Scott Ente.,,Entertainment,"Film Production, Distribution & Exhibition"
Prajay Engineers,PRAENG,Realty,"Residential, Commercial Projects"
Agribio Spirits,,Beverages,Breweries & Distilleries
Emerald Finance,,Finance,Non Banking Financial Company (NBFC)
Bhilwara Tech,BTTL,Textiles & Apparels,Trading - Textile Products
PropsharePlatina,,,
Aryaman Capital,,Finance,Investment Company
Viram Suvarn,,Consumer Durables,"Gems, Jewellery And Watches"
Sancode Tech.,,IT - Services,IT Enabled Services
Raja Bahadur Int,,Realty,"Residential, Commercial Projects"
Sampre Nutrition,,Food Products,Packaged Foods
Aartech Solonics,AARTECH,Electrical Equipment,Heavy Electrical Equipment
Guj.Nat.Resour.,GNRL,Oil,Oil Exploration & Production
Modi Rubber,MODIRUBBER,Auto Components,Tyres & Rubber Products
Sizemasters Tech,,Non - Ferrous Metals,Zinc
Arunjyoti Bio,,Finance,Other Financial Services
Neelamalai Agro,NEAGI,Agricultural Food & other Products,Tea & Coffee
Magnus Steel,,Electrical Equipment,Other Electrical Equipment
SJ Corp,,Consumer Durables,"Gems, Jewellery And Watches"
Krebs Biochem,KREBSBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals
IL&FS Inv.Manag.,IVC,Capital Markets,Asset Management Company
Candour Techtex,,Industrial Products,Plastic Products - Industrial
Apt Packaging,,Industrial Products,Packaging
Ascom Leasing &,ASCOM,Finance,Non Banking Financial Company (NBFC)
Kalyani Invest.,KICL,Finance,Investment Company
Wealth First Por,WEALTH,Finance,Other Financial Services
Scoobee Garments,,Textiles & Apparels,Garments & Apparels
Parshva Enterpr.,,Commercial Services & Supplies,Trading & Distributors
Shukra Pharma.,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Mega Nirman,,Realty,"Residential, Commercial Projects"
Pervasive Comm.,,Commercial Services & Supplies,Trading & Distributors
Neueon Corporation,NEUEON,Electrical Equipment,Heavy Electrical Equipment
Elnet Technolog,,IT - Services,IT Enabled Services
Coromandel Engg.,,Realty,"Residential, Commercial Projects"
Shri Krishna,SHRIKRISH,Realty,"Residential, Commercial Projects"
DB Intl.Stock,DBSTOCKBRO,Capital Markets,Stockbroking & Allied
Mah. Scooters,MAHSCOOTER,Finance,Investment Company
Indowind Energy,INDOWIND,Power,Power Generation
Indbank Merchant,INDBANK,Capital Markets,Stockbroking & Allied
Swan Defence,SWANDEF,Industrial Manufacturing,Ship Building & Allied Services
Virat Industries,,Textiles & Apparels,Garments & Apparels
Indian Infotech,,Finance,Investment Company
Shipping Land,SCILAL,Finance,Investment Company
Apollo Finvest,,Finance,Non Banking Financial Company (NBFC)
Vardhman Hold.,VHL,Finance,Investment Company
Indus Finance,,Finance,Non Banking Financial Company (NBFC)
Ujaas Energy,UEL,Power,Power Generation
Nutricircle,,Food Products,Other Food Products
Steelco Gujarat,,Industrial Products,Iron & Steel Products
Chemtech Indust.,,Industrial Manufacturing,Industrial Products
Pharmaids Pharma,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Bharat Agri Fert,,Fertilizers & Agrochemicals,Fertilizers
HCL Infosystems,HCL-INSYS,IT - Hardware,Computers Hardware & Equipments
Emerald Leisures,,Leisure Services,Hotels & Resorts
Aspira Pathlab,,Healthcare Services,Healthcare Service Provider
Dharni Capital,,Capital Markets,Financial Products Distributor
7Seas Enter.,,Entertainment,Digital Entertainment
PMC Fincorp,,Finance,Non Banking Financial Company (NBFC)
Emami Realty Ltd,EMAMIREAL,Realty,"Residential, Commercial Projects"
AAA Technologies,AAATECH,Commercial Services & Supplies,Consulting Services
Nahar Capital,NAHARCAP,Finance,Investment Company
Clara Industries,,Industrial Products,Packaging
Texmaco Infrast.,TEXINFRA,Commercial Services & Supplies,Diversified Commercial Services
Artemis Electri.,AEPL,Electrical Equipment,Other Electrical Equipment
SAB Industries,,Construction,Civil Construction
Dhoot Indl.Fin,,Commercial Services & Supplies,Trading & Distributors
Waaree Tech.,,Power,Power Generation
Yash Trad.& Fin.,,Finance,Other Financial Services
Anka India,,Consumer Durables,Leather And Leather Products
Coral India Fin.,CORALFINAC,Commercial Services & Supplies,Diversified Commercial Services
Aqylon Nexus,AQYLON,Entertainment,TV Broadcasting & Software Production
Mrugesh Trading,,Finance,Non Banking Financial Company (NBFC)
Universus Photo,UNIVPHOTO,Consumer Durables,Consumer Electronics
Crescentis Capital,,Finance,Non Banking Financial Company (NBFC)
Valencia Nutrit.,,Beverages,Other Beverages
Sar Auto Prod.,,Auto Components,Auto Components & Equipments
MKVentures Cap.,,Finance,Investment Company
Lakshmi Engg.,,Industrial Manufacturing,Industrial Products
Hi-Klass Trading,,Finance,Other Financial Services
Madala Holdings,,Realty,Real Estate related services
Majestic Auto,MAJESAUT,Commercial Services & Supplies,Diversified Commercial Services
Spice IslandsInd,,Consumer Durables,"Gems, Jewellery And Watches"
Shradha AI Tech,,IT - Software,Computers - Software & Consulting
Norben Tea,NORBTEAEXP,Agricultural Food & other Products,Tea & Coffee
Ganges Securitie,GANGESSECU,Agricultural Food & other Products,Tea & Coffee
Ashnisha Indus.,,Commercial Services & Supplies,Trading & Distributors
Art Nirman Ltd,ARTNIRMAN,Realty,"Residential, Commercial Projects"
Moxsh Overseas,MOXSH,Other Consumer Services,Education
Tips Films,TIPSFILMS,Entertainment,"Film Production, Distribution & Exhibition"
Assam Entrade,,Finance,Non Banking Financial Company (NBFC)
Vashu Bhagnani,,Entertainment,"Film Production, Distribution & Exhibition"
Nimbus Projects,NIMBSPROJ,Realty,"Residential, Commercial Projects"
Supreme Holdings,SUPREME,Realty,"Residential, Commercial Projects"
Trustedgecapital,,Finance,Investment Company
Athena Global,,IT - Software,Computers - Software & Consulting
S.A.L Steel,SALSTEEL,Ferrous Metals,Sponge Iron
Spel Semiconduct,,Electrical Equipment,Other Electrical Equipment
Shriram AMC,,Capital Markets,Asset Management Company
SEL Mfg. Co,SELMC,Textiles & Apparels,Other Textile Products
Veer Global Inf.,,Realty,"Residential, Commercial Projects"
Maha Rashtra Apx,MAHAPEXLTD,Finance,Other Financial Services
Worth Investment,,Finance,Investment Company
GOCL Corpn.,GOCLCORP,Chemicals & Petrochemicals,Explosives
TCI Industries,,Commercial Services & Supplies,Diversified Commercial Services
Ekansh Concept,,Commercial Services & Supplies,Consulting Services
Motor & Gen Fin,MOTOGENFIN,Commercial Services & Supplies,Diversified Commercial Services
Achyut Healthcar,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Atvo Enterprises,,Textiles & Apparels,Other Textile Products
Suven Life Scie.,SUVEN,Healthcare Services,"Healthcare Research, Analytics & Technology"
Kavveri Defence,KAVDEFENCE,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
City Pulse Multi,,Retailing,Speciality Retail
Hexa Tradex,HEXATRADEX,Finance,Investment Company
Prabha Energy,PRABHA,Oil,Oil Exploration & Production
Indl.& Prud.Inv.,INDPRUD,Finance,Investment Company
Team India Guar.,TEAMGTY,Finance,Non Banking Financial Company (NBFC)
Tainwala Chem.,TAINWALCHM,Industrial Products,Plastic Products - Industrial
NBI Indl. Fin.,NBIFIN,Finance,Non Banking Financial Company (NBFC)
Thacker & Co.,THACKER,Finance,Other Financial Services
Stellant Secu.,,Finance,Other Financial Services
Genus Prime,,Chemicals & Petrochemicals,Commodity Chemicals
Osiajee Texfab,,Textiles & Apparels,Other Textile Products
Midwest Gold,,Other Construction Materials,Other Construction Materials
VL E-Governance,VLEGOV,IT - Services,IT Enabled Services
Sunshine Capital,,Finance,Non Banking Financial Company (NBFC)
Nexome Cap. Mkt.,,Finance,Other Financial Services
Xelpmoc Design,XELPMOC,IT - Software,Software Products
Diksat Transworl,,Entertainment,"Film Production, Distribution & Exhibition"
Titan Securities,,Finance,Non Banking Financial Company (NBFC)
BEML Land Assets,BLAL,Finance,Investment Company
GFL,GFLLIMITED,Finance,Holding Company
Emrock Corporation,,Food Products,Packaged Foods
VJTF Eduservices,,Other Consumer Services,Education
Dhruva Cap.Serv.,,Finance,Non Banking Financial Company (NBFC)
Dhenu Buildcon,,Finance,Non Banking Financial Company (NBFC)
Shyam Century,SHYAMCENT,Ferrous Metals,Ferro & Silica Manganese
Ashima,ASHIMASYN,Textiles & Apparels,Other Textile Products
Kemp & Co.,,Commercial Services & Supplies,Diversified Commercial Services
Jindal Photo,JINDALPHOT,Finance,Investment Company
S. V. J. Enterp.,,"Paper, Forest & Jute Products",Paper & Paper Products
S V Global Mill,,Realty,"Residential, Commercial Projects"
Mizzen Ventures,,Commercial Services & Supplies,Diversified Commercial Services
Escorp Asset Mgt,,Finance,Other Financial Services
MMTC,MMTC,Commercial Services & Supplies,Trading & Distributors
Cressanda Railwa,,IT - Services,IT Enabled Services
Garnet Intl.,,Finance,Investment Company
Hemisphere Prop,HEMIPROP,Commercial Services & Supplies,Diversified Commercial Services
VIRAT LEASING,,Finance,Non Banking Financial Company (NBFC)
Likhami Consult.,,Commercial Services & Supplies,Consulting Services
Available Fin.,AVAILFC,Finance,Other Financial Services
GVP Infotech,GVPTECH,IT - Software,Computers - Software & Consulting
Welspun Investme,WELINV,Finance,Investment Company
Citizen Infoline,,Media,Print Media
Golden Crest,,Other Consumer Services,Education
Munoth Capital,,Capital Markets,Stockbroking & Allied
Thrive Future Habitats,,Personal Products,Personal Care
Parvati Sweetner,,Agricultural Food & other Products,Sugar
Keto Motors,,Retailing,Diversified Retail
Essar Shipping,ESSARSHPNG,Transport Services,Shipping
Balgopal Commer.,,Commercial Services & Supplies,Trading & Distributors
Tahmar Enterp.,,Beverages,Breweries & Distilleries
Oswal Agro Mills,OSWALAGRO,Commercial Services & Supplies,Trading & Distributors
Hindustan Motors,HINDMOTORS,Automobiles,Passenger Cars & Utility Vehicles
Integ. Proteins,,Agricultural Food & other Products,Edible Oil
Shah Foods,,Food Products,Packaged Foods
Glittek Granites,,Other Construction Materials,Other Construction Materials
Citurgia Biochem,,Chemicals & Petrochemicals,Commodity Chemicals
Uniphos Enter.,UNIENTER,Chemicals & Petrochemicals,Trading - Chemicals
Transchem,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Silverline Tech,,IT - Software,Software Products
Sharp India,,Consumer Durables,Consumer Electronics
Hercules Investments,HERCULES,Industrial Manufacturing,Industrial Products
Tulive Developer,,Industrial Manufacturing,Industrial Products
Harmony Capital,,Commercial Services & Supplies,Diversified Commercial Services
NDL Ventures,NDLVENTURE,Finance,Other Financial Services
Rajasthan Securities,,Petroleum Products,Refineries & Marketing
Omnitex Industri,,Textiles & Apparels,Other Textile Products
